Datetime,Symbol,Open,High,Low,Close
7/1/2021 1:20,BTC,34866.71616,34898.27268,34865.74493,34875.39595
7/1/2021 1:21,BTC,34875.52605,34893.55951,34862.52714,34866.43963
7/1/2021 1:22,BTC,34866.27843,34910.3319,34857.68629,34903.71987
7/1/2021 1:23,BTC,34902.43421,34908.68758,34898.39989,34902.12675
7/1/2021 1:24,BTC,34903.15937,34910.40121,34900.73036,34907.32414
7/1/2021 1:25,BTC,34922.61297,34930.58014,34910.33632,34911.59531
7/1/2021 1:26,BTC,34913.32246,34913.69019,34873.15004,34876.1244
7/1/2021 1:27,BTC,34876.02169,34896.35631,34874.57433,34889.32392
7/1/2021 1:28,BTC,34889.25556,34891.00035,34881.97412,34882.04283
7/1/2021 1:29,BTC,34882.04283,34897.22325,34876.36711,34880.675
7/1/2021 1:30,BTC,34880.72471,34882.37497,34860.25072,34861.31396
7/1/2021 1:31,BTC,34861.33419,34873.3997,34836.90171,34838.20502
7/1/2021 1:32,BTC,34844.08978,34902.4918,34843.09753,34897.05674
7/1/2021 1:33,BTC,34897.1838,34939.04874,34895.44039,34933.98528
7/1/2021 1:34,BTC,34935.98737,34981.3441,34923.97367,34972.24241
7/1/2021 1:35,BTC,34971.25652,34978.24548,34939.34056,34954.31344
7/1/2021 1:36,BTC,34954.25118,34955.13826,34932.6208,34932.6208
7/1/2021 1:37,BTC,34932.07551,34936.22104,34921.44427,34924.79202
7/1/2021 1:38,BTC,34926.62635,34935.45312,34909.02883,34912.98107
7/1/2021 1:39,BTC,34910.749,34916.53238,34902.22728,34915.05534
7/1/2021 1:40,BTC,34911.36771,34919.29377,34881.85176,34883.74117
7/1/2021 1:41,BTC,34885.4583,34889.35716,34875.21569,34875.21569
7/1/2021 1:42,BTC,34875.17336,34885.32989,34868.0221,34874.21502
7/1/2021 1:43,BTC,34874.17626,34905.22363,34874.17626,34894.18357
7/1/2021 1:44,BTC,34894.4196,34916.28607,34889.17937,34916.01561
7/1/2021 1:45,BTC,34913.9963,34914.21701,34901.39074,34903.87381
7/1/2021 1:46,BTC,34903.86777,34950.42511,34903.86777,34943.64454
7/1/2021 1:47,BTC,34943.63848,34975.64787,34932.59572,34970.9388
7/1/2021 1:48,BTC,34971.04261,34972.04213,34953.595,34970.86221
7/1/2021 1:49,BTC,34968.1215,34968.1215,34955.7058,34961.36713
7/1/2021 1:50,BTC,34960.52585,34972.44559,34957.99542,34965.70991
7/1/2021 1:51,BTC,34965.70992,34981.91293,34964.3765,34974.50354
7/1/2021 1:52,BTC,34974.18105,34980.59457,34961.9099,34963.89945
7/1/2021 1:53,BTC,34961.01209,34969.47059,34960.77127,34967.48185
7/1/2021 1:54,BTC,34967.55732,34980.59381,34967.19193,34980.18696
7/1/2021 1:55,BTC,34977.67042,34980.90615,34971.29816,34971.67306
7/1/2021 1:56,BTC,34972.01138,34983.35607,34968.08501,34982.16768
7/1/2021 1:57,BTC,34982.29962,35019.76107,34968.74182,34969.76407
7/1/2021 1:58,BTC,34969.75807,34975.03934,34945.69731,34946.57389
7/1/2021 1:59,BTC,34938.31591,34965.61594,34937.26423,34943.46182
7/1/2021 2:00,BTC,34943.50808,34966.8169,34909.16638,34909.16638
7/1/2021 2:01,BTC,34908.09831,34910.13357,34885.03055,34885.82136
7/1/2021 2:02,BTC,34885.84436,34921.93356,34879.09757,34914.02341
7/1/2021 2:03,BTC,34913.1564,34916.13152,34900.3213,34908.41827
7/1/2021 2:04,BTC,34908.41825,34909.23464,34817.89772,34817.89772
7/1/2021 2:05,BTC,34804.83405,34808.21468,34764.75666,34782.92541
7/1/2021 2:06,BTC,34780.90801,34813.56491,34780.90801,34798.15713
7/1/2021 2:07,BTC,34795.26353,34826.71974,34774.04422,34784.7904
7/1/2021 2:08,BTC,34782.86675,34807.77844,34773.36982,34773.36982
7/1/2021 2:09,BTC,34776.8227,34785.4495,34768.24477,34773.86247
7/1/2021 2:10,BTC,34771.34412,34771.34412,34739.44919,34760.89294
7/1/2021 2:11,BTC,34758.92136,34781.29179,34747.22399,34749.01548
7/1/2021 2:12,BTC,34747.14389,34747.14389,34630.01704,34648.51489
7/1/2021 2:13,BTC,34646.43895,34655.07311,34552.00754,34556.19799
7/1/2021 2:14,BTC,34565.67998,34598.33465,34521.43876,34592.49535
7/1/2021 2:15,BTC,34592.48804,34601.70479,34519.58852,34519.58852
7/1/2021 2:16,BTC,34526.88899,34526.88899,34489.38929,34495.55528
7/1/2021 2:17,BTC,34495.4994,34504.57045,34464.50451,34484.18012
7/1/2021 2:18,BTC,34484.06287,34519.84505,34484.06287,34505.1485
7/1/2021 2:19,BTC,34504.6726,34526.08278,34496.18053,34515.42523
7/1/2021 2:20,BTC,34517.12263,34563.94972,34517.12263,34558.18194
7/1/2021 2:21,BTC,34558.18026,34560.20804,34525.76496,34542.73383
7/1/2021 2:22,BTC,34541.88711,34553.25455,34534.55501,34542.92625
7/1/2021 2:23,BTC,34542.92661,34548.3385,34496.89376,34496.89376
7/1/2021 2:24,BTC,34492.1568,34497.02458,34445.89118,34481.11799
7/1/2021 2:25,BTC,34480.9126,34517.50027,34479.36427,34499.22009
7/1/2021 2:26,BTC,34498.57841,34513.07312,34464.82007,34498.24336
7/1/2021 2:27,BTC,34498.88543,34519.57387,34466.2756,34469.26541
7/1/2021 2:28,BTC,34476.51514,34501.2727,34463.45126,34501.13333
7/1/2021 2:29,BTC,34501.46629,34524.18558,34485.86352,34496.90129
7/1/2021 2:30,BTC,34493.27812,34495.21197,34310.07417,34337.71631
7/1/2021 2:31,BTC,34325.67145,34352.56891,34309.59081,34312.22606
7/1/2021 2:32,BTC,34309.68056,34331.98406,34264.7689,34331.60817
7/1/2021 2:33,BTC,34340.68552,34369.12183,34330.60635,34345.49521
7/1/2021 2:34,BTC,34345.51363,34353.1343,34317.29584,34333.37001
7/1/2021 2:35,BTC,34328.20008,34359.36637,34328.20008,34353.9181
7/1/2021 2:36,BTC,34351.87019,34379.72065,34351.87019,34376.99448
7/1/2021 2:37,BTC,34378.02843,34383.48756,34362.75393,34380.67684
7/1/2021 2:38,BTC,34382.15369,34414.70215,34377.846,34393.72957
7/1/2021 2:39,BTC,34392.18196,34395.23276,34370.08293,34370.60912
7/1/2021 2:40,BTC,34375.2138,34377.39263,34324.20612,34329.21473
7/1/2021 2:41,BTC,34329.21472,34330.77916,34238.52977,34252.22703
7/1/2021 2:42,BTC,34252.22205,34302.65488,34252.22205,34302.65488
7/1/2021 2:43,BTC,34304.58993,34323.90569,34289.75715,34289.75715
7/1/2021 2:44,BTC,34285.5482,34340.94295,34280.45492,34330.59967
7/1/2021 2:45,BTC,34330.49314,34355.26888,34327.22959,34355.26888
7/1/2021 2:46,BTC,34355.00352,34363.38674,34332.41095,34332.91272
7/1/2021 2:47,BTC,34332.28741,34332.54531,34310.61004,34324.9727
7/1/2021 2:48,BTC,34324.41356,34326.79259,34279.70524,34280.03062
7/1/2021 2:49,BTC,34294.56446,34315.7848,34294.56446,34310.2788
7/1/2021 2:50,BTC,34306.71912,34325.15598,34303.12492,34325.15598
7/1/2021 2:51,BTC,34325.08205,34343.74775,34325.08205,34337.2717
7/1/2021 2:52,BTC,34337.36823,34341.64784,34287.99734,34289.31845
7/1/2021 2:53,BTC,34288.30246,34316.20957,34288.30246,34304.27991
7/1/2021 2:54,BTC,34312.41383,34354.20794,34312.41383,34350.83384
7/1/2021 2:55,BTC,34351.96433,34359.77743,34332.03122,34338.35059
7/1/2021 2:56,BTC,34341.12069,34341.99467,34306.13431,34310.95465
7/1/2021 2:57,BTC,34311.83231,34338.70947,34309.17884,34338.70947
7/1/2021 2:58,BTC,34338.4362,34358.84999,34335.0745,34343.24438
7/1/2021 2:59,BTC,34342.08256,34350.88024,34313.88955,34313.88955
7/1/2021 3:00,BTC,34312.3121,34357.45924,34311.13172,34355.51545
7/1/2021 3:01,BTC,34358.17532,34373.29682,34354.9829,34371.86893
7/1/2021 3:02,BTC,34373.58997,34375.25164,34370.16081,34373.73245
7/1/2021 3:03,BTC,34373.6775,34374.21283,34334.99338,34335.6808
7/1/2021 3:04,BTC,34335.21733,34356.42887,34335.21733,34349.00754
7/1/2021 3:05,BTC,34347.13273,34366.95296,34344.80224,34366.34529
7/1/2021 3:06,BTC,34364.73653,34370.90079,34352.47806,34357.32764
7/1/2021 3:07,BTC,34357.06972,34361.70498,34333.02856,34350.18226
7/1/2021 3:08,BTC,34354.41881,34365.31489,34349.04487,34364.13152
7/1/2021 3:09,BTC,34365.95355,34368.05827,34357.82266,34368.05827
7/1/2021 3:10,BTC,34370.10705,34410.30054,34370.10705,34402.5134
7/1/2021 3:11,BTC,34402.34811,34402.43818,34313.54577,34314.06285
7/1/2021 3:12,BTC,34314.55543,34321.96459,34269.71729,34287.99014
7/1/2021 3:13,BTC,34289.51095,34289.51095,34160.18417,34184.77403
7/1/2021 3:14,BTC,34190.27519,34244.79002,34190.27519,34243.77054
7/1/2021 3:15,BTC,34243.76983,34291.78328,34241.30914,34282.58449
7/1/2021 3:16,BTC,34285.32206,34301.68539,34279.92411,34297.66748
7/1/2021 3:17,BTC,34297.67389,34317.00891,34286.63391,34317.00891
7/1/2021 3:18,BTC,34317.49949,34317.49949,34289.21097,34305.28811
7/1/2021 3:19,BTC,34297.44547,34336.34488,34293.8114,34329.50657
7/1/2021 3:20,BTC,34331.29246,34349.17657,34322.97717,34346.66323
7/1/2021 3:21,BTC,34346.24519,34346.24519,34282.29661,34282.29661
7/1/2021 3:22,BTC,34282.51166,34298.84953,34282.51166,34289.38627
7/1/2021 3:23,BTC,34290.10111,34303.10676,34281.4491,34281.4491
7/1/2021 3:24,BTC,34281.42947,34281.42947,34254.10844,34277.94142
7/1/2021 3:25,BTC,34277.85846,34313.92909,34275.81608,34309.88881
7/1/2021 3:26,BTC,34309.84573,34309.84573,34292.8018,34292.8018
7/1/2021 3:27,BTC,34290.36914,34290.36914,34260.33802,34260.51885
7/1/2021 3:28,BTC,34261.5359,34275.2537,34251.45903,34272.94142
7/1/2021 3:29,BTC,34273.67552,34274.37944,34236.81016,34237.53404
7/1/2021 3:30,BTC,34237.5562,34268.09035,34224.40926,34224.40926
7/1/2021 3:31,BTC,34215.85634,34215.85634,34176.0569,34181.985
7/1/2021 3:32,BTC,34176.85203,34240.44446,34176.85203,34240.44446
7/1/2021 3:33,BTC,34242.94851,34291.00525,34242.94851,34290.9436
7/1/2021 3:34,BTC,34292.10793,34298.64798,34285.33505,34295.15437
7/1/2021 3:35,BTC,34297.42322,34297.42322,34268.42897,34280.6269
7/1/2021 3:36,BTC,34279.72279,34309.63073,34278.55408,34305.15411
7/1/2021 3:37,BTC,34305.3836,34311.60942,34294.88652,34294.94123
7/1/2021 3:38,BTC,34294.41234,34333.88558,34294.27294,34323.22751
7/1/2021 3:39,BTC,34321.75223,34328.38421,34289.136,34289.32613
7/1/2021 3:40,BTC,34288.97014,34291.39116,34262.96691,34268.10035
7/1/2021 3:41,BTC,34267.51393,34285.88198,34262.30148,34284.23303
7/1/2021 3:42,BTC,34287.81049,34297.85152,34284.26784,34296.239
7/1/2021 3:43,BTC,34284.47952,34297.48392,34282.80169,34289.66487
7/1/2021 3:44,BTC,34289.18885,34289.20933,34251.42467,34256.01064
7/1/2021 3:45,BTC,34255.70038,34271.77099,34237.70314,34237.70314
7/1/2021 3:46,BTC,34237.66321,34240.62605,34185.026,34185.026
7/1/2021 3:47,BTC,34185.19876,34225.68219,34185.19876,34222.62034
7/1/2021 3:48,BTC,34220.11724,34255.4178,34215.8345,34255.4178
7/1/2021 3:49,BTC,34251.70566,34270.89711,34225.47576,34225.47576
7/1/2021 3:50,BTC,34223.92489,34227.3549,34200.97269,34206.45442
7/1/2021 3:51,BTC,34220.71763,34253.21005,34213.63454,34252.14677
7/1/2021 3:52,BTC,34252.02644,34262.71351,34247.70655,34257.18947
7/1/2021 3:53,BTC,34257.37206,34266.04825,34200.18247,34208.39181
7/1/2021 3:54,BTC,34208.70929,34216.15296,34184.95609,34187.98607
7/1/2021 3:55,BTC,34187.26492,34216.59511,34187.26492,34214.27213
7/1/2021 3:56,BTC,34211.51232,34221.8365,34190.78706,34190.78706
7/1/2021 3:57,BTC,34190.78218,34195.01671,34161.01317,34163.88852
7/1/2021 3:58,BTC,34164.35908,34201.01018,34162.08942,34195.25539
7/1/2021 3:59,BTC,34195.46373,34196.39999,34136.34754,34136.34754
7/1/2021 4:00,BTC,34133.87929,34151.23474,34114.83251,34125.49864
7/1/2021 4:01,BTC,34128.9677,34178.77519,34128.9677,34169.01813
7/1/2021 4:02,BTC,34169.213,34176.71912,34162.23549,34176.50593
7/1/2021 4:03,BTC,34176.37737,34176.37737,34152.25244,34153.14051
7/1/2021 4:04,BTC,34160.05572,34163.45581,34084.77516,34084.77516
7/1/2021 4:05,BTC,34083.9067,34136.09086,34080.54821,34136.08473
7/1/2021 4:06,BTC,34136.1513,34200.25545,34136.1513,34200.25545
7/1/2021 4:07,BTC,34198.94815,34223.73332,34198.94815,34223.72719
7/1/2021 4:08,BTC,34223.70078,34245.52539,34223.70078,34236.93532
7/1/2021 4:09,BTC,34236.72215,34236.72215,34186.72602,34192.95649
7/1/2021 4:10,BTC,34191.24547,34200.37724,34170.19096,34200.32357
7/1/2021 4:11,BTC,34200.77421,34221.18409,34191.88118,34210.15286
7/1/2021 4:12,BTC,34210.14674,34224.89677,34209.83644,34212.28477
7/1/2021 4:13,BTC,34211.24197,34221.95812,34208.66433,34208.94186
7/1/2021 4:14,BTC,34208.94184,34220.22999,34207.5396,34209.52712
7/1/2021 4:15,BTC,34211.59801,34266.60584,34197.2397,34266.60584
7/1/2021 4:16,BTC,34261.78594,34272.3537,34247.89971,34269.27931
7/1/2021 4:17,BTC,34269.87604,34284.83969,34258.34521,34280.74338
7/1/2021 4:18,BTC,34276.5237,34297.57476,34276.5237,34292.51617
7/1/2021 4:19,BTC,34295.28202,34322.97134,34277.30546,34281.93017
7/1/2021 4:20,BTC,34281.92407,34282.49431,34260.16481,34275.6132
7/1/2021 4:21,BTC,34275.68031,34298.4779,34275.68031,34287.63979
7/1/2021 4:22,BTC,34285.54798,34286.05482,34259.67755,34259.67755
7/1/2021 4:23,BTC,34259.76182,34272.17447,34258.54456,34259.12537
7/1/2021 4:24,BTC,34259.20432,34268.27117,34257.78612,34267.65851
7/1/2021 4:25,BTC,34267.67643,34274.99519,34228.22531,34232.06524
7/1/2021 4:26,BTC,34240.14828,34252.72121,34234.73193,34245.4542
7/1/2021 4:27,BTC,34245.45196,34249.86145,34188.94641,34188.94641
7/1/2021 4:28,BTC,34193.99785,34202.36927,34155.6596,34175.96064
7/1/2021 4:29,BTC,34175.38744,34209.12363,34174.10301,34201.79248
7/1/2021 4:30,BTC,34203.31093,34206.14958,34151.77924,34153.00294
7/1/2021 4:31,BTC,34153.80334,34162.38031,34140.95614,34140.95614
7/1/2021 4:32,BTC,34141.30822,34222.35328,34141.23089,34214.67818
7/1/2021 4:33,BTC,34209.14278,34222.15229,34184.16798,34222.15229
7/1/2021 4:34,BTC,34222.2674,34222.2674,34177.37836,34180.66627
7/1/2021 4:35,BTC,34187.49035,34191.47101,34175.81691,34181.40819
7/1/2021 4:36,BTC,34181.41306,34205.24993,34180.25506,34197.51804
7/1/2021 4:37,BTC,34194.85942,34212.25873,34194.85942,34210.18177
7/1/2021 4:38,BTC,34210.18785,34227.93222,34210.18785,34223.05541
7/1/2021 4:39,BTC,34221.56227,34253.19279,34221.24583,34253.19279
7/1/2021 4:40,BTC,34254.47733,34269.14412,34254.47733,34263.28898
7/1/2021 4:41,BTC,34258.72185,34260.46679,34235.23743,34256.22639
7/1/2021 4:42,BTC,34257.24902,34272.61873,34257.24902,34271.06792
7/1/2021 4:43,BTC,34271.21844,34274.72825,34259.46718,34269.29404
7/1/2021 4:44,BTC,34269.63023,34272.22341,34228.99444,34229.93316
7/1/2021 4:45,BTC,34231.30849,34284.91837,34226.92934,34284.91837
7/1/2021 4:46,BTC,34287.48034,34299.96388,34257.64461,34261.52775
7/1/2021 4:47,BTC,34260.29987,34277.61581,34254.79152,34256.70981
7/1/2021 4:48,BTC,34260.10042,34286.51103,34259.75138,34280.64051
7/1/2021 4:49,BTC,34280.63977,34288.20744,34267.38548,34267.78015
7/1/2021 4:50,BTC,34267.6506,34286.9763,34267.6506,34272.34128
7/1/2021 4:51,BTC,34271.19357,34271.19357,34252.20396,34257.18711
7/1/2021 4:52,BTC,34258.36007,34271.90426,34258.13555,34265.07377
7/1/2021 4:53,BTC,34262.07763,34271.82107,34262.07763,34267.03732
7/1/2021 4:54,BTC,34267.04383,34311.71183,34267.04383,34299.53913
7/1/2021 4:55,BTC,34299.44084,34301.91643,34286.51386,34297.45835
7/1/2021 4:56,BTC,34298.99899,34322.44484,34296.00874,34317.39761
7/1/2021 4:57,BTC,34313.58819,34334.54746,34305.70821,34329.46976
7/1/2021 4:58,BTC,34330.08757,34335.30256,34321.38709,34334.93702
7/1/2021 4:59,BTC,34335.81895,34342.04798,34326.88663,34336.06908
7/1/2021 5:00,BTC,34340.84852,34347.69012,34322.80115,34323.49047
7/1/2021 5:01,BTC,34323.24687,34323.24687,34276.46879,34284.84013
7/1/2021 5:02,BTC,34284.28649,34308.43045,34284.28649,34300.44421
7/1/2021 5:03,BTC,34300.68733,34307.36068,34288.60355,34292.77608
7/1/2021 5:04,BTC,34292.76233,34307.29116,34291.54816,34300.9697
7/1/2021 5:05,BTC,34300.96357,34307.45413,34290.59833,34294.45359
7/1/2021 5:06,BTC,34294.85912,34295.72716,34266.52569,34266.52569
7/1/2021 5:07,BTC,34266.1702,34277.01579,34265.84503,34277.01579
7/1/2021 5:08,BTC,34280.34766,34286.38161,34267.74714,34271.38817
7/1/2021 5:09,BTC,34271.38815,34271.38815,34257.39728,34257.67492
7/1/2021 5:10,BTC,34259.76997,34260.60172,34250.49222,34254.09352
7/1/2021 5:11,BTC,34259.91777,34269.36586,34254.80044,34267.8176
7/1/2021 5:12,BTC,34271.27525,34322.42989,34271.21648,34321.78767
7/1/2021 5:13,BTC,34321.70451,34321.80684,34306.39722,34309.03609
7/1/2021 5:14,BTC,34310.19902,34331.82012,34310.19902,34314.42516
7/1/2021 5:15,BTC,34323.00976,34323.00976,34263.98173,34263.98173
7/1/2021 5:16,BTC,34264.23359,34273.6056,34253.52806,34253.52806
7/1/2021 5:17,BTC,34254.70261,34262.13017,34236.48621,34240.61402
7/1/2021 5:18,BTC,34238.44553,34256.22341,34238.04537,34249.45921
7/1/2021 5:19,BTC,34249.46147,34254.27605,34231.79011,34232.8836
7/1/2021 5:20,BTC,34232.8519,34237.08721,34210.92312,34210.92312
7/1/2021 5:21,BTC,34208.8366,34226.10961,34198.2939,34226.10961
7/1/2021 5:22,BTC,34226.38612,34270.34703,34226.38612,34264.04777
7/1/2021 5:23,BTC,34260.41864,34275.31894,34252.48388,34253.65598
7/1/2021 5:24,BTC,34255.44165,34259.92637,34236.63728,34239.98349
7/1/2021 5:25,BTC,34235.90406,34245.73704,34231.431,34244.56612
7/1/2021 5:26,BTC,34242.74953,34288.74158,34241.3056,34283.8952
7/1/2021 5:27,BTC,34286.34784,34287.43542,34275.36399,34287.41546
7/1/2021 5:28,BTC,34284.05953,34294.16933,34284.05953,34286.6779
7/1/2021 5:29,BTC,34286.50265,34287.155,34248.16047,34256.77045
7/1/2021 5:30,BTC,34248.58629,34277.21597,34241.37196,34277.21597
7/1/2021 5:31,BTC,34277.4303,34292.67466,34274.77829,34283.77195
7/1/2021 5:32,BTC,34283.90377,34287.3382,34262.36697,34285.84838
7/1/2021 5:33,BTC,34284.0159,34298.74593,34281.04438,34295.87972
7/1/2021 5:34,BTC,34295.74117,34302.39721,34291.45422,34298.74328
7/1/2021 5:35,BTC,34299.18657,34307.64863,34298.59965,34303.5561
7/1/2021 5:36,BTC,34303.3183,34310.11501,34301.82089,34307.37401
7/1/2021 5:37,BTC,34309.96211,34309.96211,34281.10587,34288.52855
7/1/2021 5:38,BTC,34290.06522,34295.10076,34280.84152,34291.05606
7/1/2021 5:39,BTC,34287.97573,34296.42653,34287.97573,34290.29916
7/1/2021 5:40,BTC,34287.85073,34290.11914,34278.21036,34280.31785
7/1/2021 5:41,BTC,34280.31928,34280.40173,34243.27369,34246.58961
7/1/2021 5:42,BTC,34251.64285,34287.06363,34243.81284,34275.71741
7/1/2021 5:43,BTC,34278.20508,34300.27069,34274.03949,34285.91585
7/1/2021 5:44,BTC,34287.08157,34299.91561,34287.08157,34297.79881
7/1/2021 5:45,BTC,34299.64652,34310.50998,34296.69676,34310.50998
7/1/2021 5:46,BTC,34310.50971,34322.15498,34310.45688,34321.46382
7/1/2021 5:47,BTC,34323.20376,34338.44416,34320.05496,34330.34796
7/1/2021 5:48,BTC,34333.57252,34337.06002,34315.77756,34321.09908
7/1/2021 5:49,BTC,34318.73822,34339.70267,34318.36191,34326.76979
7/1/2021 5:50,BTC,34329.7359,34330.92859,34321.41438,34325.55737
7/1/2021 5:51,BTC,34324.23055,34357.32077,34324.23055,34352.6108
7/1/2021 5:52,BTC,34352.76413,34400.5571,34352.76413,34391.7754
7/1/2021 5:53,BTC,34391.04698,34418.36897,34391.04698,34411.92159
7/1/2021 5:54,BTC,34411.98009,34414.0077,34394.61239,34397.57402
7/1/2021 5:55,BTC,34398.31377,34402.49233,34355.18235,34365.77855
7/1/2021 5:56,BTC,34367.80864,34369.24938,34347.28614,34356.03685
7/1/2021 5:57,BTC,34355.49145,34369.13779,34344.15922,34354.71695
