Datetime,Symbol,Open,High,Low,Close
2021-07-01 00:00:00,XMR,223.0352536165,223.2702113078,222.6724158133,222.7081888046
2021-07-01 00:01:00,XMR,222.7008392456,222.7992496553,221.8354900228,221.9095538142
2021-07-01 00:02:00,XMR,221.8570492228,221.8570492228,221.4528491493,221.6492194279
2021-07-01 00:03:00,XMR,221.6551624125,221.7779503951,221.5407265854,221.6530110413
2021-07-01 00:04:00,XMR,221.6509904475,222.0323639189,221.5619351981,221.8464421972
2021-07-01 00:05:00,XMR,221.8217950001,221.8217950001,220.9698542837,220.9796157976
2021-07-01 00:06:00,XMR,220.9725811266,221.0709651611,220.7255714721,220.7537374577
2021-07-01 00:07:00,XMR,220.7540212167,220.9631378429,220.6221721852,220.7844412356
2021-07-01 00:08:00,XMR,220.7846268096,220.8468707174,220.5146009474,220.6334858429
2021-07-01 00:09:00,XMR,220.6768082721,220.6768082721,219.582297936,219.5906773908
2021-07-01 00:10:00,XMR,219.6191621818,219.6507965697,219.3541667099,219.3874000464
2021-07-01 00:11:00,XMR,219.3992284264,219.6010792809,219.3121191282,219.4783703251
2021-07-01 00:12:00,XMR,219.4778755303,219.6546633779,219.1167986345,219.1167986345
2021-07-01 00:13:00,XMR,219.0465307905,219.2555458378,219.0343011245,219.1038924069
2021-07-01 00:14:00,XMR,219.085857659,219.0890815672,218.6369385799,218.889571084
2021-07-01 00:15:00,XMR,218.8996280194,219.3974174538,218.8964755621,219.2065123106
2021-07-01 00:16:00,XMR,218.8996280194,219.3974174538,218.8964755621,219.2065123106
2021-07-01 00:17:00,XMR,218.8996280194,219.3974174538,218.8964755621,219.2065123106
2021-07-01 00:18:00,XMR,218.8996280194,219.3974174538,218.8964755621,219.2065123106
2021-07-01 00:19:00,XMR,218.8996280194,219.3974174538,218.8964755621,219.2065123106
2021-07-01 00:20:00,XMR,218.8996280194,219.3974174538,218.8964755621,219.2065123106
2021-07-01 00:21:00,XMR,219.3928556081,219.4532251113,219.3244502592,219.3824669898
2021-07-01 00:22:00,XMR,219.3577022314,219.3869801613,219.1773100952,219.3755397901
2021-07-01 00:23:00,XMR,219.3927484462,219.4694898329,219.2151182738,219.3959546633
2021-07-01 00:24:00,XMR,219.4701334613,219.4754737264,218.7807419364,219.1551890241
2021-07-01 00:25:00,XMR,219.1127041868,219.1159243142,218.4763785177,218.4763785177
2021-07-01 00:26:00,XMR,218.5986514502,218.9955553107,218.5986514502,218.8506388632
2021-07-01 00:27:00,XMR,218.8469165048,218.8879052457,218.6429735477,218.7313580352
2021-07-01 00:28:00,XMR,218.8159243393,218.9407573118,218.8159243393,218.8343301074
2021-07-01 00:29:00,XMR,218.9192217569,218.9453162575,218.7137830131,218.7850888341
2021-07-01 00:30:00,XMR,218.846482222,219.2513033845,218.7541647407,218.9648366035
2021-07-01 00:31:00,XMR,218.9699471702,219.1337104884,218.9389689883,219.1167569886
2021-07-01 00:32:00,XMR,219.116799305,219.1214566459,218.9454173571,219.0251271115
2021-07-01 00:33:00,XMR,219.0250681452,219.1491326984,218.8920594856,219.038432197
2021-07-01 00:34:00,XMR,219.1185463006,219.2470603369,219.0767078326,219.2294979333
2021-07-01 00:35:00,XMR,219.2217802877,219.2235558894,218.9842940502,219.0823006173
2021-07-01 00:36:00,XMR,219.0850881755,219.291767831,218.9922043164,219.291767831
2021-07-01 00:37:00,XMR,219.2916461241,219.3544683267,219.2049265852,219.3110599748
2021-07-01 00:38:00,XMR,219.3246126381,219.3543420742,219.0695486491,219.1589219626
2021-07-01 00:39:00,XMR,219.1644332931,219.5542230022,219.1550864234,219.4278282108
2021-07-01 00:40:00,XMR,219.4268721792,219.6280206564,219.4107344536,219.5563138237
2021-07-01 00:41:00,XMR,219.5576968564,219.5958772166,219.404603159,219.404603159
2021-07-01 00:42:00,XMR,219.3863681818,219.4628314657,218.9147953027,218.9147953027
2021-07-01 00:43:00,XMR,218.91516766,218.9194993929,218.6925094183,218.6963350896
2021-07-01 00:44:00,XMR,218.6971131987,218.9286471992,218.6971131987,218.7662946278
2021-07-01 00:45:00,XMR,218.7658346563,219.2056653089,218.7432911051,219.2056653089
2021-07-01 00:46:00,XMR,219.2056653426,219.5850768146,219.2056653426,219.5700509799
2021-07-01 00:47:00,XMR,219.5700237601,219.5700237601,219.353010765,219.3558920258
2021-07-01 00:48:00,XMR,219.2999559723,219.5635104261,219.2999559723,219.5633550856
2021-07-01 00:49:00,XMR,219.5543267293,219.8149282216,219.5414152297,219.7134645819
2021-07-01 00:50:00,XMR,219.7190532465,219.7799340834,219.5963602832,219.7799340834
2021-07-01 00:51:00,XMR,219.7723666506,219.9805441397,219.7670309393,219.9805441397
2021-07-01 00:52:00,XMR,219.978492682,220.0259546176,219.4655440639,219.4792101502
2021-07-01 00:53:00,XMR,219.4986858653,219.4986858653,219.1566847521,219.1651951818
2021-07-01 00:54:00,XMR,219.1725314421,219.2841899094,219.151915924,219.2469853781
2021-07-01 00:55:00,XMR,219.2464535621,219.5403941795,219.2462683877,219.4799559538
2021-07-01 00:56:00,XMR,219.4749317885,219.5361489213,219.349188277,219.4035121316
